"Subject" "Activity" "smartDomain" "smartAcceleration" "smartInstrument" "smartJerk" "smartMagnitude" "smartStatistic" "smartAxis" "count" "average"
"6013" 16 2 "Time" "NA" "Gyroscope" "NA" "Magnitude" "mean" "NA" 51 -0.308260568039216
"6014" 16 2 "Time" "NA" "Gyroscope" "NA" "Magnitude" "sd" "NA" 51 -0.518189646470588
"6015" 16 2 "Time" "NA" "Gyroscope" "Jerk" "NA" "mean" "X" 51 -0.140908293613922
"6016" 16 2 "Time" "NA" "Gyroscope" "Jerk" "NA" "mean" "Y" 51 -0.0296211298558824
"6017" 16 2 "Time" "NA" "Gyroscope" "Jerk" "NA" "mean" "Z" 51 -0.035416300054902
"6018" 16 2 "Time" "NA" "Gyroscope" "Jerk" "NA" "sd" "X" 51 -0.707264168627451
"6019" 16 2 "Time" "NA" "Gyroscope" "Jerk" "NA" "sd" "Y" 51 -0.77471906627451
"6020" 16 2 "Time" "NA" "Gyroscope" "Jerk" "NA" "sd" "Z" 51 -0.717101021960784
"6021" 16 2 "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "mean" "NA" 51 -0.737705162156863
"6022" 16 2 "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "sd" "NA" 51 -0.797293228431373
"6023" 16 2 "Time" "Body" "Accelerometer" "NA" "NA" "mean" "X" 51 0.255986102627451
"6024" 16 2 "Time" "Body" "Accelerometer" "NA" "NA" "mean" "Y" 51 -0.0143654945011765
"6025" 16 2 "Time" "Body" "Accelerometer" "NA" "NA" "mean" "Z" 51 -0.124074517745098
"6026" 16 2 "Time" "Body" "Accelerometer" "NA" "NA" "sd" "X" 51 -0.397083831568627
"6027" 16 2 "Time" "Body" "Accelerometer" "NA" "NA" "sd" "Y" 51 -0.163732745078431
"6028" 16 2 "Time" "Body" "Accelerometer" "NA" "NA" "sd" "Z" 51 -0.129283825721569
"6029" 16 2 "Time" "Body" "Accelerometer" "NA" "Magnitude" "mean" "NA" 51 -0.233990331568627
"6030" 16 2 "Time" "Body" "Accelerometer" "NA" "Magnitude" "sd" "NA" 51 -0.334795080196078
"6031" 16 2 "Time" "Body" "Accelerometer" "Jerk" "NA" "mean" "X" 51 0.0762526677
"6032" 16 2 "Time" "Body" "Accelerometer" "Jerk" "NA" "mean" "Y" 51 0.0173729333352941
"6033" 16 2 "Time" "Body" "Accelerometer" "Jerk" "NA" "mean" "Z" 51 0.0380533591627451
"6034" 16 2 "Time" "Body" "Accelerometer" "Jerk" "NA" "sd" "X" 51 -0.521089140196078
"6035" 16 2 "Time" "Body" "Accelerometer" "Jerk" "NA" "sd" "Y" 51 -0.425625937254902
"6036" 16 2 "Time" "Body" "Accelerometer" "Jerk" "NA" "sd" "Z" 51 -0.593411129607843
"6037" 16 2 "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "mean" "NA" 51 -0.48321905
"6038" 16 2 "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "sd" "NA" 51 -0.493067129607843
"6039" 16 2 "Time" "Gravity" "Accelerometer" "NA" "NA" "mean" "X" 51 0.826874282745098
"6040" 16 2 "Time" "Gravity" "Accelerometer" "NA" "NA" "mean" "Y" 51 -0.0805926025490196
"6041" 16 2 "Time" "Gravity" "Accelerometer" "NA" "NA" "mean" "Z" 51 -0.379059698039216
"6042" 16 2 "Time" "Gravity" "Accelerometer" "NA" "NA" "sd" "X" 51 -0.948413552745098
"6043" 16 2 "Time" "Gravity" "Accelerometer" "NA" "NA" "sd" "Y" 51 -0.933657461176471
"6044" 16 2 "Time" "Gravity" "Accelerometer" "NA" "NA" "sd" "Z" 51 -0.907649558823529
"6045" 16 2 "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "mean" "NA" 51 -0.233990331568627
"6046" 16 2 "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "sd" "NA" 51 -0.334795080196078
"6047" 16 2 "Freq" "NA" "Gyroscope" "NA" "NA" "mean" "X" 51 -0.53239971627451
"6048" 16 2 "Freq" "NA" "Gyroscope" "NA" "NA" "mean" "Y" 51 -0.642018064117647
"6049" 16 2 "Freq" "NA" "Gyroscope" "NA" "NA" "mean" "Z" 51 -0.492427493529412
"6050" 16 2 "Freq" "NA" "Gyroscope" "NA" "NA" "sd" "X" 51 -0.509896031372549
"6051" 16 2 "Freq" "NA" "Gyroscope" "NA" "NA" "sd" "Y" 51 -0.559600598431373
"6052" 16 2 "Freq" "NA" "Gyroscope" "NA" "NA" "sd" "Z" 51 -0.387309489901961
"6053" 16 2 "Freq" "NA" "Gyroscope" "NA" "Magnitude" "mean" "NA" 51 -0.630546675490196
"6054" 16 2 "Freq" "NA" "Gyroscope" "NA" "Magnitude" "sd" "NA" 51 -0.532486721568627
"6055" 16 2 "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "mean" "NA" 51 -0.787833632352941
"6056" 16 2 "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "sd" "NA" 51 -0.825314327058824
"6057" 16 2 "Freq" "Body" "Accelerometer" "NA" "NA" "mean" "X" 51 -0.474984014705882
"6058" 16 2 "Freq" "Body" "Accelerometer" "NA" "NA" "mean" "Y" 51 -0.268063812745098
"6059" 16 2 "Freq" "Body" "Accelerometer" "NA" "NA" "mean" "Z" 51 -0.335853041176471
"6060" 16 2 "Freq" "Body" "Accelerometer" "NA" "NA" "sd" "X" 51 -0.369636140980392
"6061" 16 2 "Freq" "Body" "Accelerometer" "NA" "NA" "sd" "Y" 51 -0.166324239117647
"6062" 16 2 "Freq" "Body" "Accelerometer" "NA" "NA" "sd" "Z" 51 -0.094561233145098
"6063" 16 2 "Freq" "Body" "Accelerometer" "NA" "Magnitude" "mean" "NA" 51 -0.370649738235294
"6064" 16 2 "Freq" "Body" "Accelerometer" "NA" "Magnitude" "sd" "NA" 51 -0.418924256078431
"6065" 16 2 "Freq" "Body" "Accelerometer" "Jerk" "NA" "mean" "X" 51 -0.546088862941176
"6066" 16 2 "Freq" "Body" "Accelerometer" "Jerk" "NA" "mean" "Y" 51 -0.468605205294118
"6067" 16 2 "Freq" "Body" "Accelerometer" "Jerk" "NA" "mean" "Z" 51 -0.565220840588235
"6068" 16 2 "Freq" "Body" "Accelerometer" "Jerk" "NA" "sd" "X" 51 -0.538073090196078
"6069" 16 2 "Freq" "Body" "Accelerometer" "Jerk" "NA" "sd" "Y" 51 -0.417127012352941
"6070" 16 2 "Freq" "Body" "Accelerometer" "Jerk" "NA" "sd" "Z" 51 -0.620123586470588
"6071" 16 2 "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "mean" "NA" 51 -0.475597717843137
"6072" 16 2 "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "sd" "NA" 51 -0.51993124
"6073" 16 3 "Time" "NA" "Gyroscope" "NA" "NA" "mean" "X" 47 -0.0225373369978723
"6074" 16 3 "Time" "NA" "Gyroscope" "NA" "NA" "mean" "Y" 47 -0.068264792706383
"6075" 16 3 "Time" "NA" "Gyroscope" "NA" "NA" "mean" "Z" 47 0.0835380057
"6076" 16 3 "Time" "NA" "Gyroscope" "NA" "NA" "sd" "X" 47 -0.45418847106383
"6077" 16 3 "Time" "NA" "Gyroscope" "NA" "NA" "sd" "Y" 47 -0.528329304680851
"6078" 16 3 "Time" "NA" "Gyroscope" "NA" "NA" "sd" "Z" 47 -0.444636334893617
"6079" 16 3 "Time" "NA" "Gyroscope" "NA" "Magnitude" "mean" "NA" 47 -0.309820427234043
"6080" 16 3 "Time" "NA" "Gyroscope" "NA" "Magnitude" "sd" "NA" 47 -0.422315316808511
"6081" 16 3 "Time" "NA" "Gyroscope" "Jerk" "NA" "mean" "X" 47 -0.103904044543617
"6082" 16 3 "Time" "NA" "Gyroscope" "Jerk" "NA" "mean" "Y" 47 -0.0567686629753191
"6083" 16 3 "Time" "NA" "Gyroscope" "Jerk" "NA" "mean" "Z" 47 -0.0612136932929787
"6084" 16 3 "Time" "NA" "Gyroscope" "Jerk" "NA" "sd" "X" 47 -0.623676024255319
"6085" 16 3 "Time" "NA" "Gyroscope" "Jerk" "NA" "sd" "Y" 47 -0.583421784680851
"6086" 16 3 "Time" "NA" "Gyroscope" "Jerk" "NA" "sd" "Z" 47 -0.540633469361702
"6087" 16 3 "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "mean" "NA" 47 -0.590896636382979
"6088" 16 3 "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "sd" "NA" 47 -0.595822214468085
"6089" 16 3 "Time" "Body" "Accelerometer" "NA" "NA" "mean" "X" 47 0.295586802191489
"6090" 16 3 "Time" "Body" "Accelerometer" "NA" "NA" "mean" "Y" 47 -0.0183898583787234
"6091" 16 3 "Time" "Body" "Accelerometer" "NA" "NA" "mean" "Z" 47 -0.119873705148936
"6092" 16 3 "Time" "Body" "Accelerometer" "NA" "NA" "sd" "X" 47 0.207251997929787
"6093" 16 3 "Time" "Body" "Accelerometer" "NA" "NA" "sd" "Y" 47 -0.146993837655319
"6094" 16 3 "Time" "Body" "Accelerometer" "NA" "NA" "sd" "Z" 47 0.0114353944787234
"6095" 16 3 "Time" "Body" "Accelerometer" "NA" "Magnitude" "mean" "NA" 47 0.191079793587447
"6096" 16 3 "Time" "Body" "Accelerometer" "NA" "Magnitude" "sd" "NA" 47 0.119183740638298
"6097" 16 3 "Time" "Body" "Accelerometer" "Jerk" "NA" "mean" "X" 47 0.0907857064255319
"6098" 16 3 "Time" "Body" "Accelerometer" "Jerk" "NA" "mean" "Y" 47 -0.0148114530276596
"6099" 16 3 "Time" "Body" "Accelerometer" "Jerk" "NA" "mean" "Z" 47 -0.029312256293617
"6100" 16 3 "Time" "Body" "Accelerometer" "Jerk" "NA" "sd" "X" 47 -0.101186926595745
"6101" 16 3 "Time" "Body" "Accelerometer" "Jerk" "NA" "sd" "Y" 47 -0.261684752425532
"6102" 16 3 "Time" "Body" "Accelerometer" "Jerk" "NA" "sd" "Z" 47 -0.303381582831915
"6103" 16 3 "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "mean" "NA" 47 -0.165908810808511
"6104" 16 3 "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "sd" "NA" 47 -0.0783498875595745
"6105" 16 3 "Time" "Gravity" "Accelerometer" "NA" "NA" "mean" "X" 47 0.917818427021277
"6106" 16 3 "Time" "Gravity" "Accelerometer" "NA" "NA" "mean" "Y" 47 -0.0584832676382979
"6107" 16 3 "Time" "Gravity" "Accelerometer" "NA" "NA" "mean" "Z" 47 -0.225382496382979
"6108" 16 3 "Time" "Gravity" "Accelerometer" "NA" "NA" "sd" "X" 47 -0.957785118085106
"6109" 16 3 "Time" "Gravity" "Accelerometer" "NA" "NA" "sd" "Y" 47 -0.955487793617021
"6110" 16 3 "Time" "Gravity" "Accelerometer" "NA" "NA" "sd" "Z" 47 -0.910588943191489
"6111" 16 3 "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "mean" "NA" 47 0.191079793587447
"6112" 16 3 "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "sd" "NA" 47 0.119183740638298
"6113" 16 3 "Freq" "NA" "Gyroscope" "NA" "NA" "mean" "X" 47 -0.420844008625532
"6114" 16 3 "Freq" "NA" "Gyroscope" "NA" "NA" "mean" "Y" 47 -0.479512983617021
"6115" 16 3 "Freq" "NA" "Gyroscope" "NA" "NA" "mean" "Z" 47 -0.375000625531915
"6116" 16 3 "Freq" "NA" "Gyroscope" "NA" "NA" "sd" "X" 47 -0.470373498510638
"6117" 16 3 "Freq" "NA" "Gyroscope" "NA" "NA" "sd" "Y" 47 -0.565214032765957
"6118" 16 3 "Freq" "NA" "Gyroscope" "NA" "NA" "sd" "Z" 47 -0.521100818723404
"6119" 16 3 "Freq" "NA" "Gyroscope" "NA" "Magnitude" "mean" "NA" 47 -0.488253939574468
"6120" 16 3 "Freq" "NA" "Gyroscope" "NA" "Magnitude" "sd" "NA" 47 -0.479939845914894
"6121" 16 3 "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "mean" "NA" 47 -0.58966315
"6122" 16 3 "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "sd" "NA" 47 -0.633479804680851
"6123" 16 3 "Freq" "Body" "Accelerometer" "NA" "NA" "mean" "X" 47 0.0368263528276596
"6124" 16 3 "Freq" "Body" "Accelerometer" "NA" "NA" "mean" "Y" 47 -0.134598352726809
"6125" 16 3 "Freq" "Body" "Accelerometer" "NA" "NA" "mean" "Z" 47 -0.04769426376
"6126" 16 3 "Freq" "Body" "Accelerometer" "NA" "NA" "sd" "X" 47 0.266115492098298
"6127" 16 3 "Freq" "Body" "Accelerometer" "NA" "NA" "sd" "Y" 47 -0.208680587882979
"6128" 16 3 "Freq" "Body" "Accelerometer" "NA" "NA" "sd" "Z" 47 -0.0379716239787234
"6129" 16 3 "Freq" "Body" "Accelerometer" "NA" "Magnitude" "mean" "NA" 47 0.114032088546809
"6130" 16 3 "Freq" "Body" "Accelerometer" "NA" "Magnitude" "sd" "NA" 47 -0.0534137179170213
"6131" 16 3 "Freq" "Body" "Accelerometer" "Jerk" "NA" "mean" "X" 47 -0.155444882765957
"6132" 16 3 "Freq" "Body" "Accelerometer" "Jerk" "NA" "mean" "Y" 47 -0.289957855489362
"6133" 16 3 "Freq" "Body" "Accelerometer" "Jerk" "NA" "mean" "Z" 47 -0.241974080021277
"6134" 16 3 "Freq" "Body" "Accelerometer" "Jerk" "NA" "sd" "X" 47 -0.125682818093191
"6135" 16 3 "Freq" "Body" "Accelerometer" "Jerk" "NA" "sd" "Y" 47 -0.281507406948936
"6136" 16 3 "Freq" "Body" "Accelerometer" "Jerk" "NA" "sd" "Z" 47 -0.36402669587234
"6137" 16 3 "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "mean" "NA" 47 -0.0745659082223404
"6138" 16 3 "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "sd" "NA" 47 -0.0919623368021277
"6139" 16 4 "Time" "NA" "Gyroscope" "NA" "NA" "mean" "X" 69 -0.0412014042275362
"6140" 16 4 "Time" "NA" "Gyroscope" "NA" "NA" "mean" "Y" 69 -0.0574525433043478
"6141" 16 4 "Time" "NA" "Gyroscope" "NA" "NA" "mean" "Z" 69 0.0795736310463768
"6142" 16 4 "Time" "NA" "Gyroscope" "NA" "NA" "sd" "X" 69 -0.981037373333333
"6143" 16 4 "Time" "NA" "Gyroscope" "NA" "NA" "sd" "Y" 69 -0.958336595507246
"6144" 16 4 "Time" "NA" "Gyroscope" "NA" "NA" "sd" "Z" 69 -0.960287831304348
"6145" 16 4 "Time" "NA" "Gyroscope" "NA" "Magnitude" "mean" "NA" 69 -0.946417382463768
"6146" 16 4 "Time" "NA" "Gyroscope" "NA" "Magnitude" "sd" "NA" 69 -0.937942404637681
"6147" 16 4 "Time" "NA" "Gyroscope" "Jerk" "NA" "mean" "X" 69 -0.0957204520289855
"6148" 16 4 "Time" "NA" "Gyroscope" "Jerk" "NA" "mean" "Y" 69 -0.0450369280637681
"6149" 16 4 "Time" "NA" "Gyroscope" "Jerk" "NA" "mean" "Z" 69 -0.0588371273536232
"6150" 16 4 "Time" "NA" "Gyroscope" "Jerk" "NA" "sd" "X" 69 -0.98958327942029
"6151" 16 4 "Time" "NA" "Gyroscope" "Jerk" "NA" "sd" "Y" 69 -0.990621793333333
"6152" 16 4 "Time" "NA" "Gyroscope" "Jerk" "NA" "sd" "Z" 69 -0.988364321449275
"6153" 16 4 "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "mean" "NA" 69 -0.992444606231884
"6154" 16 4 "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "sd" "NA" 69 -0.988261252608696
"6155" 16 4 "Time" "Body" "Accelerometer" "NA" "NA" "mean" "X" 69 0.280768574492754
"6156" 16 4 "Time" "Body" "Accelerometer" "NA" "NA" "mean" "Y" 69 -0.0102497939956522
"6157" 16 4 "Time" "Body" "Accelerometer" "NA" "NA" "mean" "Z" 69 -0.0891404038405797
"6158" 16 4 "Time" "Body" "Accelerometer" "NA" "NA" "sd" "X" 69 -0.986825605362319
"6159" 16 4 "Time" "Body" "Accelerometer" "NA" "NA" "sd" "Y" 69 -0.951607872463768
"6160" 16 4 "Time" "Body" "Accelerometer" "NA" "NA" "sd" "Z" 69 -0.939672247101449
"6161" 16 4 "Time" "Body" "Accelerometer" "NA" "Magnitude" "mean" "NA" 69 -0.961879680724638
"6162" 16 4 "Time" "Body" "Accelerometer" "NA" "Magnitude" "sd" "NA" 69 -0.941051236086957
"6163" 16 4 "Time" "Body" "Accelerometer" "Jerk" "NA" "mean" "X" 69 0.0734346720289855
"6164" 16 4 "Time" "Body" "Accelerometer" "Jerk" "NA" "mean" "Y" 69 0.00985642890855072
"6165" 16 4 "Time" "Body" "Accelerometer" "Jerk" "NA" "mean" "Z" 69 -0.0115030575052174
"6166" 16 4 "Time" "Body" "Accelerometer" "Jerk" "NA" "sd" "X" 69 -0.990861134782609
"6167" 16 4 "Time" "Body" "Accelerometer" "Jerk" "NA" "sd" "Y" 69 -0.981800970724638
"6168" 16 4 "Time" "Body" "Accelerometer" "Jerk" "NA" "sd" "Z" 69 -0.983487212898551
"6169" 16 4 "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "mean" "NA" 69 -0.987472699130435
"6170" 16 4 "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "sd" "NA" 69 -0.983615334057971
"6171" 16 4 "Time" "Gravity" "Accelerometer" "NA" "NA" "mean" "X" 69 0.942457377971014
"6172" 16 4 "Time" "Gravity" "Accelerometer" "NA" "NA" "mean" "Y" 69 -0.086588253942029
"6173" 16 4 "Time" "Gravity" "Accelerometer" "NA" "NA" "mean" "Z" 69 0.0892682200463768
"6174" 16 4 "Time" "Gravity" "Accelerometer" "NA" "NA" "sd" "X" 69 -0.980158243333333
"6175" 16 4 "Time" "Gravity" "Accelerometer" "NA" "NA" "sd" "Y" 69 -0.968023206956522
"6176" 16 4 "Time" "Gravity" "Accelerometer" "NA" "NA" "sd" "Z" 69 -0.945813561478261
"6177" 16 4 "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "mean" "NA" 69 -0.961879680724638
"6178" 16 4 "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "sd" "NA" 69 -0.941051236086957
"6179" 16 4 "Freq" "NA" "Gyroscope" "NA" "NA" "mean" "X" 69 -0.978632856956522
"6180" 16 4 "Freq" "NA" "Gyroscope" "NA" "NA" "mean" "Y" 69 -0.96679600173913
"6181" 16 4 "Freq" "NA" "Gyroscope" "NA" "NA" "mean" "Z" 69 -0.960058264057971
"6182" 16 4 "Freq" "NA" "Gyroscope" "NA" "NA" "sd" "X" 69 -0.982057861449275
"6183" 16 4 "Freq" "NA" "Gyroscope" "NA" "NA" "sd" "Y" 69 -0.954343752463768
"6184" 16 4 "Freq" "NA" "Gyroscope" "NA" "NA" "sd" "Z" 69 -0.964270052318841
"6185" 16 4 "Freq" "NA" "Gyroscope" "NA" "Magnitude" "mean" "NA" 69 -0.954060994347826
"6186" 16 4 "Freq" "NA" "Gyroscope" "NA" "Magnitude" "sd" "NA" 69 -0.938863215072464
"6187" 16 4 "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "mean" "NA" 69 -0.989363136376812
"6188" 16 4 "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "sd" "NA" 69 -0.987506348985507
"6189" 16 4 "Freq" "Body" "Accelerometer" "NA" "NA" "mean" "X" 69 -0.987043828985507
"6190" 16 4 "Freq" "Body" "Accelerometer" "NA" "NA" "mean" "Y" 69 -0.961456685507246
"6191" 16 4 "Freq" "Body" "Accelerometer" "NA" "NA" "mean" "Z" 69 -0.959552230434783
"6192" 16 4 "Freq" "Body" "Accelerometer" "NA" "NA" "sd" "X" 69 -0.986892418405797
"6193" 16 4 "Freq" "Body" "Accelerometer" "NA" "NA" "sd" "Y" 69 -0.949829260434783
"6194" 16 4 "Freq" "Body" "Accelerometer" "NA" "NA" "sd" "Z" 69 -0.934652146521739
"6195" 16 4 "Freq" "Body" "Accelerometer" "NA" "Magnitude" "mean" "NA" 69 -0.958335480724638
"6196" 16 4 "Freq" "Body" "Accelerometer" "NA" "Magnitude" "sd" "NA" 69 -0.942588250115942
"6197" 16 4 "Freq" "Body" "Accelerometer" "Jerk" "NA" "mean" "X" 69 -0.990964251304348
"6198" 16 4 "Freq" "Body" "Accelerometer" "Jerk" "NA" "mean" "Y" 69 -0.981752167391304
"6199" 16 4 "Freq" "Body" "Accelerometer" "Jerk" "NA" "mean" "Z" 69 -0.981178036811594
"6200" 16 4 "Freq" "Body" "Accelerometer" "Jerk" "NA" "sd" "X" 69 -0.991567867681159
"6201" 16 4 "Freq" "Body" "Accelerometer" "Jerk" "NA" "sd" "Y" 69 -0.983230774492754
"6202" 16 4 "Freq" "Body" "Accelerometer" "Jerk" "NA" "sd" "Z" 69 -0.984362469130435
"6203" 16 4 "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "mean" "NA" 69 -0.983968635942029
"6204" 16 4 "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "sd" "NA" 69 -0.982190554782609
"6205" 16 5 "Time" "NA" "Gyroscope" "NA" "NA" "mean" "X" 78 -0.0299337294166667
"6206" 16 5 "Time" "NA" "Gyroscope" "NA" "NA" "mean" "Y" 78 -0.068667733
"6207" 16 5 "Time" "NA" "Gyroscope" "NA" "NA" "mean" "Z" 78 0.0867342708846154
"6208" 16 5 "Time" "NA" "Gyroscope" "NA" "NA" "sd" "X" 78 -0.973400107564103
"6209" 16 5 "Time" "NA" "Gyroscope" "NA" "NA" "sd" "Y" 78 -0.980110277307692
"6210" 16 5 "Time" "NA" "Gyroscope" "NA" "NA" "sd" "Z" 78 -0.982357006410256
"6211" 16 5 "Time" "NA" "Gyroscope" "NA" "Magnitude" "mean" "NA" 78 -0.972528178205128
"6212" 16 5 "Time" "NA" "Gyroscope" "NA" "Magnitude" "sd" "NA" 78 -0.964105768461539
"6213" 16 5 "Time" "NA" "Gyroscope" "Jerk" "NA" "mean" "X" 78 -0.100107332602564
"6214" 16 5 "Time" "NA" "Gyroscope" "Jerk" "NA" "mean" "Y" 78 -0.0424982241410256
"6215" 16 5 "Time" "NA" "Gyroscope" "Jerk" "NA" "mean" "Z" 78 -0.0544335294410256
"6216" 16 5 "Time" "NA" "Gyroscope" "Jerk" "NA" "sd" "X" 78 -0.987102322692308
"6217" 16 5 "Time" "NA" "Gyroscope" "Jerk" "NA" "sd" "Y" 78 -0.992589441153846
"6218" 16 5 "Time" "NA" "Gyroscope" "Jerk" "NA" "sd" "Z" 78 -0.992698522948718
"6219" 16 5 "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "mean" "NA" 78 -0.992848576025641
"6220" 16 5 "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "sd" "NA" 78 -0.990809427435897
"6221" 16 5 "Time" "Body" "Accelerometer" "NA" "NA" "mean" "X" 78 0.283497402948718
"6222" 16 5 "Time" "Body" "Accelerometer" "NA" "NA" "mean" "Y" 78 -0.0165999672935897
"6223" 16 5 "Time" "Body" "Accelerometer" "NA" "NA" "mean" "Z" 78 -0.103657729076923
"6224" 16 5 "Time" "Body" "Accelerometer" "NA" "NA" "sd" "X" 78 -0.989076811794872
"6225" 16 5 "Time" "Body" "Accelerometer" "NA" "NA" "sd" "Y" 78 -0.960298267692308
"6226" 16 5 "Time" "Body" "Accelerometer" "NA" "NA" "sd" "Z" 78 -0.953468961666667
"6227" 16 5 "Time" "Body" "Accelerometer" "NA" "Magnitude" "mean" "NA" 78 -0.969948825128205
"6228" 16 5 "Time" "Body" "Accelerometer" "NA" "Magnitude" "sd" "NA" 78 -0.95729449448718
"6229" 16 5 "Time" "Body" "Accelerometer" "Jerk" "NA" "mean" "X" 78 0.0736438905641026
"6230" 16 5 "Time" "Body" "Accelerometer" "Jerk" "NA" "mean" "Y" 78 0.0120767950358846
"6231" 16 5 "Time" "Body" "Accelerometer" "Jerk" "NA" "mean" "Z" 78 -0.00476310557910256
"6232" 16 5 "Time" "Body" "Accelerometer" "Jerk" "NA" "sd" "X" 78 -0.991026497435897
"6233" 16 5 "Time" "Body" "Accelerometer" "Jerk" "NA" "sd" "Y" 78 -0.98262195474359
"6234" 16 5 "Time" "Body" "Accelerometer" "Jerk" "NA" "sd" "Z" 78 -0.988073825641026
"6235" 16 5 "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "mean" "NA" 78 -0.989205231794872
"6236" 16 5 "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "sd" "NA" 78 -0.986761550641026
"6237" 16 5 "Time" "Gravity" "Accelerometer" "NA" "NA" "mean" "X" 78 0.941587749358974
"6238" 16 5 "Time" "Gravity" "Accelerometer" "NA" "NA" "mean" "Y" 78 -0.0578867045
"6239" 16 5 "Time" "Gravity" "Accelerometer" "NA" "NA" "mean" "Z" 78 -0.166737468166667
"6240" 16 5 "Time" "Gravity" "Accelerometer" "NA" "NA" "sd" "X" 78 -0.985359689871795
"6241" 16 5 "Time" "Gravity" "Accelerometer" "NA" "NA" "sd" "Y" 78 -0.980552435769231
"6242" 16 5 "Time" "Gravity" "Accelerometer" "NA" "NA" "sd" "Z" 78 -0.959562830769231
"6243" 16 5 "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "mean" "NA" 78 -0.969948825128205
"6244" 16 5 "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "sd" "NA" 78 -0.95729449448718
"6245" 16 5 "Freq" "NA" "Gyroscope" "NA" "NA" "mean" "X" 78 -0.973157351666667
"6246" 16 5 "Freq" "NA" "Gyroscope" "NA" "NA" "mean" "Y" 78 -0.983594244615385
"6247" 16 5 "Freq" "NA" "Gyroscope" "NA" "NA" "mean" "Z" 78 -0.98363927
"6248" 16 5 "Freq" "NA" "Gyroscope" "NA" "NA" "sd" "X" 78 -0.973926885
"6249" 16 5 "Freq" "NA" "Gyroscope" "NA" "NA" "sd" "Y" 78 -0.978402418717949
"6250" 16 5 "Freq" "NA" "Gyroscope" "NA" "NA" "sd" "Z" 78 -0.983527402051282
"6251" 16 5 "Freq" "NA" "Gyroscope" "NA" "Magnitude" "mean" "NA" 78 -0.975448632179487
"6252" 16 5 "Freq" "NA" "Gyroscope" "NA" "Magnitude" "sd" "NA" 78 -0.963574736025641
"6253" 16 5 "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "mean" "NA" 78 -0.99117243
"6254" 16 5 "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "sd" "NA" 78 -0.990672800769231
"6255" 16 5 "Freq" "Body" "Accelerometer" "NA" "NA" "mean" "X" 78 -0.989427670897436
"6256" 16 5 "Freq" "Body" "Accelerometer" "NA" "NA" "mean" "Y" 78 -0.96931401525641
"6257" 16 5 "Freq" "Body" "Accelerometer" "NA" "NA" "mean" "Z" 78 -0.969999504230769
"6258" 16 5 "Freq" "Body" "Accelerometer" "NA" "NA" "sd" "X" 78 -0.989100620641026
"6259" 16 5 "Freq" "Body" "Accelerometer" "NA" "NA" "sd" "Y" 78 -0.958174310128205
"6260" 16 5 "Freq" "Body" "Accelerometer" "NA" "NA" "sd" "Z" 78 -0.948540267051282
"6261" 16 5 "Freq" "Body" "Accelerometer" "NA" "Magnitude" "mean" "NA" 78 -0.971082558076923
"6262" 16 5 "Freq" "Body" "Accelerometer" "NA" "Magnitude" "sd" "NA" 78 -0.957173571923077
"6263" 16 5 "Freq" "Body" "Accelerometer" "Jerk" "NA" "mean" "X" 78 -0.991038638974359
"6264" 16 5 "Freq" "Body" "Accelerometer" "Jerk" "NA" "mean" "Y" 78 -0.982425403974359
"6265" 16 5 "Freq" "Body" "Accelerometer" "Jerk" "NA" "mean" "Z" 78 -0.986091891538462
